Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PV200695,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200696,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200697,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200698,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200699,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200700,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15157,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200701,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200702,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200703,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200704,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200705,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200706,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200707,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200708,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15158,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200709,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200710,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200711,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200712,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200713,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200714,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200715,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200716,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15160,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-11,2025-02-28,ssRNA(-)
PV200717,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200718,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200719,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200720,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200721,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200722,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200723,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200724,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV153799,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15076,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-11-21,2025-02-20,ssRNA(-)
PV153823,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15076,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-11-21,2025-02-20,ssRNA(-)
PV153865,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15076,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-11-21,2025-02-20,ssRNA(-)
PV153889,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15076,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-11-21,2025-02-20,ssRNA(-)
PV153905,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15076,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-11-21,2025-02-20,ssRNA(-)
PV033325,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,2,2299,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033326,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,7,982,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033327,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,1,2280,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033328,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,3,2151,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033329,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,4,1704,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033330,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,5,1497,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033331,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,6,1410,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033332,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,8,851,partial,United Kingdom: England,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PQ665495,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665496,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665497,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665498,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665499,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665500,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665501,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665502,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PP619485,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP619521,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP619555,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP619590,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP619626,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP619717,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14840,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-21,2024-04-15,ssRNA(-)
PP498068,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14761,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-15,2024-03-23,ssRNA(-)
PP498069,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14762,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-23,ssRNA(-)
PP498070,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14763,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-12,2024-03-23,ssRNA(-)
PP498071,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14764,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-23,ssRNA(-)
PP498126,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14761,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-15,2024-03-23,ssRNA(-)
PP498127,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14762,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-23,ssRNA(-)
PP498128,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14763,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-12,2024-03-23,ssRNA(-)
PP498129,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14764,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-23,ssRNA(-)
PP498181,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14762,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-23,ssRNA(-)
