Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PV200721,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200722,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200723,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV200724,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15161,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-12-03,2025-02-28,ssRNA(-)
PV033325,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,2,2299,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033326,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033327,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033328,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033329,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,4,1704,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033330,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033331,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PV033332,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,0480160,8,851,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Kele,B., Talts,T., Hussaini,U., Myers,R.",2025-01,2025-01-29,ssRNA(-)
PQ665495,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665496,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665497,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665498,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665499,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665500,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665501,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PQ665502,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-15012,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.",2024-10-09,2024-12-02,ssRNA(-)
PP498636,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498637,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498638,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498639,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498640,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498641,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498642,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP498643,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14765,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-22,2024-03-23,ssRNA(-)
PP432048,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432052,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432093,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432097,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432139,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432143,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432184,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432187,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432229,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432233,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432267,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432268,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432299,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432301,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432338,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14629,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-25,2024-03-09,ssRNA(-)
PP432341,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-14634,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432581,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432582,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432583,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432584,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432585,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432586,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432587,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432588,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14631,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-01-30,2024-03-09,ssRNA(-)
PP432589,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432590,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432591,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432592,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432593,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432594,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432595,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP432596,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14635,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D., Hartless,T.R., Hardy,J.",2024-02-06,2024-03-09,ssRNA(-)
PP000707,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
PP000708,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,2,2272,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
PP000709,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
PP000710,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,4,1718,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
PP000711,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
PP000712,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,110072,6,1439,partial,United Kingdom,United Kingdom,Homo sapiens,,"Kwok,K., Vink,E., Smollett,K., Evans,J., Lowe,D., Thomson,E., da Silva Filipe,A., Ho,A.",2023-10-24,2023-12-26,ssRNA(-)
